Datetime,Open,High,Low,Close,Adj Close,Volume,Prediction,pointpos,Cash,Position,Portfolio Value
2024-06-18 15:31:00+00:00,26.1944,26.205,26.1944,26.205,26.205,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 15:32:00+00:00,26.24375,26.2904,26.24375,26.2904,26.2904,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 15:33:00+00:00,26.2765,26.28,26.2505,26.2505,26.2505,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 15:34:00+00:00,26.2761,26.2761,26.263,26.263,26.263,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 15:35:00+00:00,26.28145,26.32,26.28145,26.32,26.32,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 15:36:00+00:00,26.3465,26.3585,26.3465,26.3585,26.3585,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 15:37:00+00:00,26.37455,26.376,26.37455,26.376,26.376,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 15:39:00+00:00,26.3639,26.3639,26.331,26.345,26.345,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 15:40:00+00:00,26.42,26.42,26.40635,26.41935,26.41935,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 15:41:00+00:00,26.40665,26.43585,26.40665,26.43585,26.43585,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 15:42:00+00:00,26.3984,26.3984,26.3984,26.3984,26.3984,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 15:43:00+00:00,26.40545,26.40545,26.40545,26.40545,26.40545,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 15:45:00+00:00,26.451,26.451,26.451,26.451,26.451,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 15:47:00+00:00,26.38,26.38855,26.38,26.38855,26.38855,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 15:49:00+00:00,26.35145,26.35145,26.35145,26.35145,26.35145,0.0,1,26.35195,12036.257479547778,,12036.257479547778
2024-06-18 15:50:00+00:00,26.33325,26.33325,26.33325,26.33325,26.33325,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 15:52:00+00:00,26.3209,26.3209,26.3209,26.3209,26.3209,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 15:53:00+00:00,26.2821,26.2821,26.2821,26.2821,26.2821,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 15:54:00+00:00,26.265,26.265,26.248,26.248,26.248,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 15:55:00+00:00,26.27,26.27,26.27,26.27,26.27,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 15:56:00+00:00,26.19775,26.19775,26.19775,26.19775,26.19775,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 15:57:00+00:00,26.2063,26.225,26.2063,26.225,26.225,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 15:58:00+00:00,26.23905,26.23905,26.23905,26.23905,26.23905,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 16:00:00+00:00,26.23765,26.23765,26.23765,26.23765,26.23765,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 16:02:00+00:00,26.2002,26.2002,26.1811,26.1811,26.1811,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 16:03:00+00:00,26.149,26.149,26.149,26.149,26.149,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 16:04:00+00:00,26.1272,26.1272,26.1272,26.1272,26.1272,0.0,4,26.1277,12036.257479547778,,12036.257479547778
2024-06-18 16:06:00+00:00,26.218,26.218,26.218,26.218,26.218,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 16:07:00+00:00,26.2615,26.2825,26.2615,26.267,26.267,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 16:08:00+00:00,26.24875,26.24875,26.24875,26.24875,26.24875,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 16:09:00+00:00,26.1545,26.1545,26.0954,26.11,26.11,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 16:10:00+00:00,26.14455,26.14455,26.1265,26.1265,26.1265,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 16:11:00+00:00,26.1,26.1,26.0583,26.065,26.065,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 16:12:00+00:00,26.077,26.077,26.025,26.025,26.025,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 16:14:00+00:00,26.0304,26.0304,25.9964,25.9964,25.9964,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 16:15:00+00:00,26.032,26.032,26.0149,26.0149,26.0149,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 16:16:00+00:00,26.0158,26.0158,25.995,25.9969,25.9969,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 16:17:00+00:00,26.0225,26.0225,25.99935,26.0151,26.0151,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 16:18:00+00:00,25.99525,25.99525,25.947,25.947,25.947,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 16:19:00+00:00,25.90325,25.921,25.887,25.921,25.921,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 16:20:00+00:00,25.941,25.941,25.89645,25.9003,25.9003,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 16:21:00+00:00,25.8845,25.8996,25.8778,25.8996,25.8996,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 16:22:00+00:00,25.9,25.9135,25.8945,25.8945,25.8945,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 16:23:00+00:00,25.931,25.9785,25.931,25.9765,25.9765,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 16:24:00+00:00,26.0205,26.0205,25.9905,25.9905,25.9905,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 16:25:00+00:00,25.99085,26.0255,25.99085,26.0255,26.0255,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 16:26:00+00:00,26.0131,26.0131,25.9763,25.9763,25.9763,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 16:27:00+00:00,25.99,25.99,25.99,25.99,25.99,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 16:28:00+00:00,26.0004,26.0004,26.0004,26.0004,26.0004,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 16:29:00+00:00,26.004,26.03125,26.004,26.03125,26.03125,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 16:30:00+00:00,26.0315,26.0315,25.97695,25.9778,25.9778,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 16:31:00+00:00,26.0,26.0,25.94345,25.962,25.962,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 16:32:00+00:00,25.962,26.0035,25.9455,26.0035,26.0035,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 16:33:00+00:00,25.992,25.992,25.928,25.928,25.928,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 16:34:00+00:00,25.8995,25.9275,25.8995,25.9275,25.9275,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 16:35:00+00:00,25.897,25.909,25.897,25.89845,25.89845,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 16:36:00+00:00,25.92,25.9545,25.92,25.9545,25.9545,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 16:39:00+00:00,25.9254,25.95635,25.9254,25.95635,25.95635,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 16:40:00+00:00,25.9217,25.9217,25.91455,25.91455,25.91455,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 16:41:00+00:00,25.895,25.925,25.8923,25.925,25.925,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 16:42:00+00:00,25.8825,25.8825,25.8825,25.8825,25.8825,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 16:43:00+00:00,25.885,25.885,25.885,25.885,25.885,0.0,1,25.8855,12036.257479547778,,12036.257479547778
2024-06-18 16:44:00+00:00,25.865,25.865,25.826,25.8575,25.8575,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 16:45:00+00:00,25.85045,25.8577,25.85045,25.8577,25.8577,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 16:46:00+00:00,25.89065,25.89065,25.8422,25.8422,25.8422,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 16:47:00+00:00,25.8382,25.8382,25.8382,25.8382,25.8382,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 16:48:00+00:00,25.82825,25.82825,25.76,25.76,25.76,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 16:49:00+00:00,25.7678,25.7765,25.7337480145,25.7337480145,25.7337480145,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 16:50:00+00:00,25.7455,25.7619,25.7455,25.7535980145,25.7535980145,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 16:51:00+00:00,25.79185,25.79185,25.79185,25.79185,25.79185,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 16:52:00+00:00,25.79825,25.8556,25.79825,25.8556,25.8556,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 16:53:00+00:00,25.865,25.865,25.83,25.8385,25.8385,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 16:54:00+00:00,25.856,25.856,25.856,25.856,25.856,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 16:55:00+00:00,25.872,25.872,25.861,25.861,25.861,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 16:56:00+00:00,25.8345,25.88065,25.8345,25.88065,25.88065,0.0,3,25.835,12036.257479547778,,12036.257479547778
2024-06-18 16:57:00+00:00,25.8815,25.8815,25.8815,25.8815,25.8815,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 16:58:00+00:00,25.905,25.985,25.905,25.985,25.985,0.0,2,25.9055,12036.257479547778,,12036.257479547778
2024-06-18 16:59:00+00:00,25.9893,26.052,25.9893,26.052,26.052,0.0,3,25.9898,12036.257479547778,,12036.257479547778
2024-06-18 17:00:00+00:00,26.03855,26.0845,26.03855,26.0845,26.0845,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 17:01:00+00:00,26.1195,26.1354,26.104,26.1354,26.1354,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 17:02:00+00:00,26.1315,26.1349,26.11815,26.1349,26.1349,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 17:03:00+00:00,26.1462,26.1462,26.1336,26.1336,26.1336,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 17:05:00+00:00,26.0856,26.0856,26.0856,26.0856,26.0856,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 17:06:00+00:00,26.04025,26.04025,26.01,26.01,26.01,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 17:07:00+00:00,26.0101,26.041,26.0101,26.041,26.041,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 17:08:00+00:00,26.105,26.134,26.105,26.134,26.134,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 17:09:00+00:00,26.11485,26.11485,26.11485,26.11485,26.11485,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 17:10:00+00:00,26.2039,26.2039,26.2039,26.2039,26.2039,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 17:12:00+00:00,26.186,26.186,26.186,26.186,26.186,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 17:13:00+00:00,26.20585,26.20585,26.20585,26.20585,26.20585,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 17:15:00+00:00,26.15,26.15,26.15,26.15,26.15,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 17:16:00+00:00,26.14985,26.1635,26.14985,26.1635,26.1635,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 17:18:00+00:00,26.148,26.15585,26.148,26.15585,26.15585,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 17:19:00+00:00,26.13,26.13,26.116,26.116,26.116,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 17:20:00+00:00,26.1014,26.1014,26.055,26.055,26.055,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 17:23:00+00:00,26.07795,26.092,26.07795,26.092,26.092,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 17:26:00+00:00,26.017,26.017,26.01,26.01,26.01,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 17:27:00+00:00,25.9808,25.9808,25.9808,25.9808,25.9808,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 17:28:00+00:00,25.955,25.96,25.94185,25.94565,25.94565,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 17:29:00+00:00,25.952,25.952,25.93,25.945,25.945,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 17:30:00+00:00,25.95,25.95,25.89215,25.89215,25.89215,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 17:31:00+00:00,25.8721,25.8895,25.8721,25.875,25.875,0.0,3,25.8726,12036.257479547778,,12036.257479547778
2024-06-18 17:32:00+00:00,25.902,25.902,25.8745,25.8745,25.8745,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 17:33:00+00:00,25.89225,25.9135,25.89225,25.9135,25.9135,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 17:34:00+00:00,26.03555,26.0494,26.0335,26.0494,26.0494,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 17:35:00+00:00,26.00465,26.00465,25.9615,25.9615,25.9615,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 17:36:00+00:00,25.95795,25.95795,25.89835,25.9439,25.9439,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 17:38:00+00:00,25.921,25.921,25.921,25.921,25.921,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 17:39:00+00:00,25.91755,25.91755,25.91755,25.91755,25.91755,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 17:40:00+00:00,25.96,25.96,25.9205,25.941,25.941,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 17:41:00+00:00,25.9341,25.949,25.9341,25.949,25.949,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 17:42:00+00:00,25.932,25.932,25.909,25.909,25.909,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 17:43:00+00:00,25.914,25.93015,25.914,25.93015,25.93015,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 17:44:00+00:00,25.934,25.9584,25.934,25.9458,25.9458,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 17:45:00+00:00,25.946,25.946,25.905,25.9158,25.9158,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 17:46:00+00:00,25.8827,25.8827,25.8827,25.8827,25.8827,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 17:47:00+00:00,25.8865,25.8865,25.8865,25.8865,25.8865,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 17:49:00+00:00,25.9,25.9101,25.9,25.9101,25.9101,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 17:51:00+00:00,25.8254,25.87885,25.8254,25.87885,25.87885,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 17:52:00+00:00,25.86,25.86,25.86,25.86,25.86,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 17:54:00+00:00,25.8655,25.8655,25.8655,25.8655,25.8655,0.0,1,25.866,12036.257479547778,,12036.257479547778
2024-06-18 17:56:00+00:00,25.84355,25.84355,25.8425,25.8425,25.8425,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 17:57:00+00:00,25.85455,25.85455,25.85455,25.85455,25.85455,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 17:59:00+00:00,25.83735,25.83735,25.83735,25.83735,25.83735,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 18:00:00+00:00,25.8055,25.8055,25.787,25.787,25.787,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 18:01:00+00:00,25.745,25.745,25.7295980145,25.7295980145,25.7295980145,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 18:02:00+00:00,25.707196029,25.707196029,25.649,25.651,25.651,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 18:03:00+00:00,25.637470223,25.637470223,25.622770223,25.622770223,25.622770223,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 18:04:00+00:00,25.6515,25.6515,25.6515,25.6515,25.6515,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 18:06:00+00:00,25.66,25.70645,25.66,25.70645,25.70645,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 18:07:00+00:00,25.7074,25.7353,25.7074,25.7353,25.7353,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 18:08:00+00:00,25.77485,25.7866,25.77485,25.7866,25.7866,0.0,5,25.77535,12036.257479547778,,12036.257479547778
2024-06-18 18:09:00+00:00,25.8128,25.8128,25.8128,25.8128,25.8128,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 18:10:00+00:00,25.8673,25.8673,25.8673,25.8673,25.8673,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 18:11:00+00:00,25.91545,25.91545,25.91545,25.91545,25.91545,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 18:12:00+00:00,25.946,25.946,25.935,25.935,25.935,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 18:13:00+00:00,25.9221,25.9221,25.9221,25.9221,25.9221,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 18:14:00+00:00,25.9185,25.9185,25.9062,25.9062,25.9062,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 18:16:00+00:00,25.948,25.97805,25.948,25.97805,25.97805,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 18:17:00+00:00,25.9775,25.9775,25.9775,25.9775,25.9775,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 18:18:00+00:00,25.975,26.011,25.9735,26.011,26.011,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 18:19:00+00:00,26.0105,26.0105,26.0105,26.0105,26.0105,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 18:20:00+00:00,26.01,26.01,26.01,26.01,26.01,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 18:21:00+00:00,25.9862,25.9862,25.9862,25.9862,25.9862,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 18:23:00+00:00,25.955,25.955,25.955,25.955,25.955,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 18:24:00+00:00,25.9625,25.965,25.9625,25.965,25.965,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 18:25:00+00:00,25.97085,25.97085,25.929,25.9515,25.9515,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 18:26:00+00:00,25.9644,26.0085,25.9644,26.0085,26.0085,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 18:27:00+00:00,25.9845,25.9845,25.9845,25.9845,25.9845,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 18:28:00+00:00,26.01,26.01,26.01,26.01,26.01,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 18:29:00+00:00,26.0095,26.0095,26.0095,26.0095,26.0095,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 18:30:00+00:00,26.0167,26.01755,26.002,26.01755,26.01755,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 18:31:00+00:00,25.972,25.972,25.972,25.972,25.972,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 18:32:00+00:00,25.93,25.93,25.911,25.911,25.911,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 18:33:00+00:00,25.85575,25.85575,25.85575,25.85575,25.85575,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 18:36:00+00:00,25.9125,25.9125,25.9125,25.9125,25.9125,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 18:37:00+00:00,25.9191,25.99375,25.9191,25.99375,25.99375,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 18:38:00+00:00,26.0158,26.0158,25.994,25.994,25.994,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 18:40:00+00:00,25.996,25.996,25.996,25.996,25.996,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 18:41:00+00:00,26.007,26.007,26.007,26.007,26.007,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 18:42:00+00:00,26.0569,26.0569,26.0569,26.0569,26.0569,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 18:44:00+00:00,26.105,26.105,26.105,26.105,26.105,0.0,1,26.1055,12036.257479547778,,12036.257479547778
2024-06-18 18:45:00+00:00,26.086,26.086,26.086,26.086,26.086,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 18:46:00+00:00,26.034,26.034,26.026,26.026,26.026,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 18:47:00+00:00,26.039,26.039,26.024,26.024,26.024,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 18:48:00+00:00,25.96255,25.96255,25.93955,25.93955,25.93955,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 18:49:00+00:00,25.9365,25.9545,25.9365,25.9545,25.9545,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 18:50:00+00:00,25.9933,25.9933,25.93165,25.93165,25.93165,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 18:51:00+00:00,25.9565,25.9565,25.93605,25.93605,25.93605,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 18:52:00+00:00,25.9325,25.9325,25.8961,25.8961,25.8961,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 18:53:00+00:00,25.8777,25.8777,25.8493,25.8493,25.8493,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 18:54:00+00:00,25.8216,25.8216,25.8216,25.8216,25.8216,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 18:55:00+00:00,25.81995,25.81995,25.81995,25.81995,25.81995,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 18:56:00+00:00,25.8138,25.8138,25.8005,25.805,25.805,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 19:00:00+00:00,25.8415,25.89035,25.8415,25.88405,25.88405,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 19:01:00+00:00,25.8695,25.8695,25.806,25.806,25.806,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 19:02:00+00:00,25.82075,25.82075,25.7316,25.7316,25.7316,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 19:03:00+00:00,25.659,25.659,25.659,25.659,25.659,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 19:04:00+00:00,25.632470223,25.68565,25.623470223,25.68565,25.68565,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 19:05:00+00:00,25.6735,25.7155,25.6735,25.7155,25.7155,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 19:06:00+00:00,25.69425,25.7205,25.69425,25.7205,25.7205,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 19:07:00+00:00,25.696,25.696,25.6939,25.6939,25.6939,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 19:08:00+00:00,25.72945,25.72945,25.72945,25.72945,25.72945,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 19:09:00+00:00,25.71125,25.71125,25.689,25.689,25.689,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 19:10:00+00:00,25.76195,25.76195,25.7495,25.7495,25.7495,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 19:11:00+00:00,25.73385,25.73385,25.71945,25.71945,25.71945,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 19:14:00+00:00,25.7393,25.7393,25.7393,25.7393,25.7393,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 19:15:00+00:00,25.7945,25.7945,25.7945,25.7945,25.7945,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 19:16:00+00:00,25.78135,25.78805,25.764,25.78805,25.78805,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 19:17:00+00:00,25.7715,25.7937,25.7548,25.7548,25.7548,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 19:18:00+00:00,25.77885,25.77885,25.77885,25.77885,25.77885,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 19:20:00+00:00,25.8181,25.8181,25.8181,25.8181,25.8181,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 19:21:00+00:00,25.8064,25.8064,25.8064,25.8064,25.8064,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 19:23:00+00:00,25.8629,25.906,25.8629,25.906,25.906,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 19:25:00+00:00,25.94135,25.94135,25.94135,25.94135,25.94135,0.0,0,,12036.257479547778,,12036.257479547778
2024-06-18 19:26:00+00:00,25.916,25.916,25.8911,25.8911,25.8911,0.0,0,,12036.257479547778,,12036.257479547778
